TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,B1-S1,B301-S1,B302-S1,B307-S1,B339-S1,B352-S1,B355-S1,B306-S1,B307-S1,B317-S1,B325-S1,B311-S1,B316-S1,B327-S1,B344-S1,B367-S1,Gold1,Gold301,Gold302,Gold303,Gold304,Gold305,Gold306,Gold307,Gold308,Gold309,Gold310,Gold311,Gold312,Gold313,Gold314,Gold315,Gold316,Gold317,Gold318,Gold319,Gold320,Gold321,Gold322,Gold323,Gold324,Gold325,Gold326,Gold327,Gold328,Gold329,Gold330,Gold331,Gold332,Gold333,Gold334,Gold335,Gold336,Gold337,Gold338,Gold339,Gold340,Gold341,Gold342,Gold343,Gold344,Gold345,Gold346,Gold347,Gold348,Gold349,Gold350,Gold351,Gold352,Gold353,Gold354,Gold355,Gold356,Gold357,Gold358,Gold359,Gold360,Gold361,Gold362,Gold363,Gold364,Gold365,Gold366,Gold367,,Gold1-B1-S1,Gold1-B301-S1,Gold1-B302-S1,Gold1-B307-S1,Gold1-B339-S1,Gold1-B352-S1,Gold1-B355-S1,Gold1-B306-S1,Gold1-B307-S1,Gold1-B317-S1,Gold1-B325-S1,Gold1-B311-S1,Gold1-B316-S1,Gold1-B327-S1,Gold1-B344-S1,Gold1-B367-S1
TX3_4G_FDD_Band13,G19aD2_IQ,-2,2,,10809,-0.416643,-0.62222,-0.545732,-0.554678,-0.586415,-0.618283,-0.623781,-0.516209,-0.628339,-0.587278,-0.584041,-0.629806,-0.532091,-0.603599,-0.611988,-0.652106,-7.67091,-8.2962349,-7.756284,-7.6256366,-8.3253929,-7.7144566,-8.4007622,-6.6026534,-7.3165501,-8.4320534,-7.3789206,-8.2337718,-7.6142801,-7.7936954,-8.0356912,-8.4308179,-6.9621959,-8.197326,-7.5893395,-7.3689002,-7.7675607,-7.4789955,-8.2907935,-7.7352481,-7.6646791,-7.5637146,-7.3211207,-8.4682421,-8.6139442,-7.828151,-7.3054146,-7.1025722,-7.9755591,-8.0566072,-8.3202634,-7.9175802,-8.0739339,-7.6733695,-8.2537324,-7.8416844,-8.5903383,-8.565611,-8.1883627,-7.1864321,-8.5804357,-7.248535,-8.028782,-7.8038748,-7.5416366,-8.2663823,-8.4242603,-7.4308937,-7.9251623,-8.8328916,-8.3131652,-7.891004,-7.6862181,-7.4946304,-7.837759,-8.0048179,-9.4934,-7.4294398,-8.2146616,-8.0207694,-6.7082628,-7.9616001,-8.667752,-8.4527922,,-7.2542670000000005,-7.048690000000001,-7.125178,-7.116232,-7.084495,-7.052627,-7.047129,-7.154701,-7.042571000000001,-7.083632,-7.086869,-7.041104,-7.138819,-7.067311,-7.058922,-7.018804
TX3_4G_FDD_Band13,G12bD1_IQ,-2,2,,10810,-0.0581887,-0.164467,-0.0789669,-0.0872784,-0.134978,-0.145969,-0.153299,-0.0478334,-0.165526,-0.126841,-0.141377,-0.156721,-0.0500233,-0.14215,-0.172629,-0.193749,-1.33847,-1.8588647,-1.0799333,-1.3727177,-1.899858,-1.6476945,-1.7267786,-0.47678998,-1.413417,-2.4387076,-1.8045782,-2.7083412,-1.1693542,-1.9419738,-1.1463276,-2.1677988,-1.4716902,-2.7235523,-2.2205331,-1.3900803,-1.736553,-1.198578,-2.4727152,-2.2294757,-1.4175941,-1.8715383,-1.698005,-2.1743339,-2.0748228,-1.5355451,-1.9451281,-1.047191,-1.65363,-2.1064996,-2.6696694,-1.5701761,-2.8011528,-1.4704728,-2.8008833,-2.4091067,-2.6138918,-2.23948,-2.9650144,-1.5393894,-3.2008435,-1.6141775,-2.5470063,-1.562635,-1.6857623,-2.1563138,-2.6218802,-1.5201406,-1.5829599,-2.5139126,-2.7500388,-1.8557053,-2.0819286,-1.3327994,-0.90512802,-1.4000068,-3.7447634,-2.1016452,-1.6247979,-2.4013754,-1.3105719,-1.6703607,-3.0864508,-2.6290298,,-1.2802813,-1.1740030000000001,-1.2595031,-1.2511916,-1.203492,-1.192501,-1.185171,-1.2906366,-1.172944,-1.211629,-1.197093,-1.181749,-1.2884467,-1.19632,-1.1658410000000001,-1.144721
TX3_4G_FDD_Band13,G12bD4_IQ,-2,2,,10811,-0.0666224,-0.188935,-0.100773,-0.115488,-0.15646,-0.174367,-0.177079,-0.0715202,-0.193826,-0.146129,-0.16351,-0.174139,-0.0711355,-0.173123,-0.195704,-0.212974,7.69488,7.1330724,7.9316272,7.6474227,7.1135661,7.3440692,7.264602,8.5232153,7.5878416,6.5837111,7.2065112,6.3021206,7.8475869,7.0618163,7.844889,6.8398874,7.5223125,6.2546113,6.7870283,7.6298736,7.2837844,7.8054541,6.5071032,6.7885155,7.5831013,7.1310524,7.3144124,6.8360188,6.936641,7.4802322,7.0538171,7.9509486,7.3589962,6.8811487,6.3402583,7.4319445,6.2092009,7.5244292,6.1883902,6.5952377,6.3887403,6.7704302,6.0313556,7.4721423,5.8117423,7.3964668,6.4474263,7.4410227,7.3166655,6.8638099,6.3807934,7.479114,7.4207654,6.4815815,6.2622385,7.1458669,6.9277886,7.6580352,8.0974445,7.5977504,5.2480059,6.9052407,7.3679389,6.6032566,7.691604,7.3313244,5.9285032,6.3979032,,7.7615024,7.883815,7.795653000000001,7.810368,7.85134,7.8692470000000005,7.871959,7.7664002000000005,7.888706,7.841009000000001,7.85839,7.869019000000001,7.7660155,7.868003000000001,7.8905840000000005,7.907854
TX3_4G_FDD_Band13,G16bD4_IQ,-2,2,,10812,-0.19189,-0.385252,-0.305207,-0.323179,-0.352237,-0.377834,-0.382615,-0.266204,-0.400344,-0.349592,-0.346544,-0.387818,-0.279991,-0.372232,-0.393715,-0.403411,-0.571527,-1.2388911,-0.36980267,-0.79075811,-1.2291798,-1.0461508,-1.0985315,0.16688121,-0.84555549,-1.7158307,-1.2174567,-2.1429039,-0.53625871,-1.401854,-0.58527407,-1.5918542,-0.91494098,-2.1424262,-1.6255129,-0.81746783,-1.2001242,-0.52858867,-1.9121063,-1.6088684,-0.80155957,-1.1905636,-1.0341158,-1.504491,-1.3564763,-0.91814331,-1.2985045,-0.4057682,-0.99367763,-1.4249597,-2.0582872,-0.88368134,-2.2452312,-0.82763155,-2.2277264,-1.8158929,-2.0370699,-1.5288553,-2.4027275,-0.91535715,-2.4871124,-0.97018842,-1.9498845,-0.92045567,-0.98865868,-1.5070499,-1.918263,-0.82168831,-0.92778178,-1.8588355,-2.1893107,-1.192949,-1.3448026,-0.70272243,-0.18003344,-0.72429846,-3.0886694,-1.4522685,-0.91162906,-1.8497987,-0.66334682,-0.96819357,-2.434129,-2.01308,,-0.379637,-0.18627500000000002,-0.26632,-0.248348,-0.21928999999999998,-0.193693,-0.18891200000000002,-0.305323,-0.17118300000000003,-0.221935,-0.224983,-0.183709,-0.291536,-0.199295,-0.17781200000000003,-0.168116
TX3_4G_FDD_Band13,G16bD5_IQ,-2,2,,10813,-0.310693,-0.516034,-0.477355,-0.474364,-0.474716,-0.526261,-0.53239,-0.404424,-0.583363,-0.471516,-0.514322,-0.506984,-0.420102,-0.501957,-0.508546,-0.526508,11.3524,10.561611,11.616066,11.033464,10.590473,10.793817,10.755609,12.266092,10.942832,10.033072,10.762148,9.6512722,11.323791,10.507029,11.293808,10.26889,10.921451,9.643261,10.221287,11.060695,10.568772,11.310012,9.8378731,10.209705,11.033168,10.609384,10.749225,10.320772,10.439171,10.890753,10.531032,11.394844,10.916987,10.41718,9.7700226,10.951506,9.5529052,11.042718,9.6152267,9.9728437,9.7721911,10.299963,9.4466043,11.072151,9.2992217,10.939106,9.8518203,10.985635,10.875755,10.331126,9.9095601,11.015525,10.95538,10.024875,9.6060999,10.663478,10.45078,11.159562,11.789167,11.15593,8.7284402,10.357317,10.902002,10.048122,11.165754,10.972251,9.343607,9.7545585,,11.663093,11.868433999999999,11.829754999999999,11.826763999999999,11.827116,11.878661,11.884789999999999,11.756824,11.935763,11.823915999999999,11.866722,11.859383999999999,11.772502,11.854357,11.860946,11.878908
TX3_4G_FDD_Band13,G21bD5_IQ,-2,2,,10814,-0.19367,-0.384888,-0.308963,-0.329588,-0.357346,-0.386509,-0.396828,-0.284375,-0.409925,-0.359496,-0.367991,-0.395812,-0.287324,-0.382409,-0.393643,-0.413483,-3.96607,-4.9450808,-4.0024165,-4.2306686,-4.8613717,-4.3985401,-4.469106,-3.4449627,-4.3979944,-5.2071957,-4.7281013,-5.7594327,-4.1814934,-4.9361221,-4.0806485,-5.144151,-4.5337911,-5.7927774,-5.1254891,-4.4387848,-4.7804192,-4.0451543,-5.6520005,-5.1056203,-4.4014992,-4.6406658,-4.5345038,-4.9276022,-4.9594416,-4.3860351,-4.7787363,-4.0596952,-4.5742829,-4.8987999,-5.3590761,-4.4443576,-5.710273,-4.273128,-5.3886882,-5.5693033,-5.6299726,-4.8450951,-5.9811827,-4.1901845,-5.9899021,-4.5308596,-5.4813307,-4.5398115,-4.4966561,-5.009784,-5.5804993,-4.1574718,-4.4514617,-5.2805882,-5.9512194,-4.9253976,-4.760203,-4.3916249,-3.6054784,-4.2688666,-6.4838174,-4.9408104,-4.6052055,-5.2613048,-4.1017462,-4.4555118,-6.5032186,-5.7271057,,-3.7724,-3.581182,-3.6571070000000003,-3.636482,-3.608724,-3.579561,-3.569242,-3.6816950000000004,-3.5561450000000003,-3.606574,-3.5980790000000002,-3.5702580000000004,-3.6787460000000003,-3.583661,-3.5724270000000002,-3.5525870000000004
TX3_4G_FDD_Band13,G21bD6_IQ,-2,2,,10815,-0.201157,-0.394365,-0.318651,-0.338675,-0.368388,-0.394727,-0.403325,-0.290112,-0.422229,-0.370169,-0.370197,-0.408259,-0.298271,-0.388403,-0.406837,-0.423384,7.99153,6.9972863,7.9513934,7.7155709,7.0881932,7.5533601,7.4530279,8.4955379,7.5633258,6.7292216,7.2137452,6.1844549,7.7713371,7.0011191,7.8571177,6.809363,7.4114832,6.1418786,6.820443,7.5046032,7.1622936,7.9036905,6.2866657,6.8444138,7.5470617,7.3054234,7.413622,7.0200835,6.9806057,7.5639341,7.1593618,7.8911543,7.3587595,7.0311927,6.581518,7.513134,6.233224,7.6697831,6.5501912,6.381332,6.3141753,7.0940558,5.9591017,7.7619113,5.9608483,7.4119757,6.4740815,7.4029123,7.4574607,6.9233061,6.3647301,7.7880842,7.496805,6.6491287,5.9922229,7.0177737,7.1816885,7.5466917,8.3313481,7.6712502,5.4596111,7.0020066,7.340477,6.6909693,7.8443435,7.4904697,5.4403557,6.2230653,,8.192687,8.385895,8.310181,8.330205,8.359918,8.386257,8.394855,8.281642,8.413759,8.361699,8.361727,8.399789,8.289801,8.379933,8.398367,8.414914
TX3_4G_FDD_Band13,G22D6_IQ,-2,2,,10816,-0.238229,-0.441785,-0.356107,-0.366421,-0.397079,-0.418065,-0.434492,-0.321461,-0.448916,-0.392384,-0.414876,-0.43602,-0.325853,-0.420551,-0.442924,-0.447361,2.59691,1.8775428,2.7825798,2.0477777,1.9625154,1.9827537,1.7017457,3.3807382,2.3990615,2.2605313,1.8208413,1.8188897,2.2757646,2.1580985,2.0380976,2.0428558,2.713906,1.7388235,2.2461194,2.5003716,2.7644375,2.74392,0.8406982,3.162302,2.2821169,2.4992331,2.832252,1.5661495,1.4565192,2.763451,2.3594085,3.1979898,2.5533351,2.1365007,1.2324451,2.3692832,2.0633071,2.6771924,1.9322103,1.9569791,2.0765644,1.3955595,2.1866746,3.375693,1.1085369,2.8127114,1.9470753,2.3236171,2.8822053,1.9251743,1.2573198,2.9396277,2.4780833,0.95185566,1.8722256,2.3639338,2.1889079,2.3733477,2.3286411,2.1007777,1.421096,2.9496533,1.8539214,2.1153542,3.1197498,2.3330181,1.3322527,2.273842,,2.835139,3.0386949999999997,2.953017,2.9633309999999997,2.993989,3.0149749999999997,3.031402,2.9183709999999996,3.045826,2.9892939999999997,3.011786,3.03293,2.9227629999999998,3.017461,3.039834,3.0442709999999997
TX3_4G_FDD_Band13,G23D6_IQ,-2,2,,10817,-0.227749,-0.436194,-0.342324,-0.349276,-0.391407,-0.416504,-0.421375,-0.304227,-0.434374,-0.385967,-0.403361,-0.421181,-0.315201,-0.402173,-0.431045,-0.438212,-3.25171,-4.3121929,-3.1731848,-3.8557625,-4.0638114,-4.2387055,-4.5769895,-2.8259324,-3.5079541,-3.8589235,-4.1227592,-4.3697917,-3.6690888,-3.7922236,-4.0466497,-3.9825798,-3.1875473,-4.2062269,-4.028645,-3.4471461,-3.2597719,-3.1801159,-5.0952435,-2.8159877,-3.7409753,-3.544367,-3.35725,-4.4681398,-4.63636,-3.2809197,-3.4960701,-2.7381444,-3.6612219,-3.6835453,-4.8591737,-3.76356,-4.0326134,-3.2739543,-3.9790998,-4.3068147,-4.1649195,-4.6299243,-3.8010463,-2.5611204,-4.912753,-3.084704,-4.0530301,-3.4742551,-3.1127981,-4.134123,-4.7533369,-2.9639924,-3.5988415,-5.0909688,-4.4294428,-3.8359682,-3.8778365,-3.6398113,-3.7031133,-4.0248794,-4.5359338,-3.1180907,-4.1997115,-3.9016723,-2.9099361,-3.7008517,-4.5436676,-3.5658709,,-3.023961,-2.815516,-2.909386,-2.902434,-2.860303,-2.8352060000000003,-2.8303350000000003,-2.947483,-2.817336,-2.865743,-2.8483490000000002,-2.8305290000000003,-2.936509,-2.849537,-2.820665,-2.813498
TX3_4G_FDD_Band13,G24D6_IQ,-2,2,,10818,-0.201211,-0.40375,-0.310665,-0.314859,-0.362356,-0.3908,-0.393486,-0.283435,-0.405301,-0.353525,-0.371273,-0.400017,-0.291042,-0.376646,-0.407712,-0.412784,-9.39527,-10.349962,-9.1710528,-9.6081317,-10.322412,-10.749442,-10.487753,-8.9099512,-9.1488316,-9.9181395,-10.736551,-10.35982,-9.4164067,-9.9985778,-10.083507,-9.9838821,-8.9602538,-10.043672,-10.0654941,-9.734916,-9.059854,-8.9225902,-10.845203,-8.963344,-9.8525426,-9.5294973,-9.5163418,-10.4458,-10.569718,-9.0297953,-9.5994657,-8.7649801,-9.6094288,-9.3624954,-10.936601,-9.5741246,-10.094033,-9.4212905,-9.9875046,-10.344209,-10.322106,-10.473488,-9.7729472,-8.6322468,-11.062621,-9.1659191,-10.058396,-9.4333696,-9.3950819,-9.8200818,-10.572955,-9.0254832,-9.5966493,-11.52701,-10.732831,-9.8373048,-9.8900473,-9.7659108,-9.5828176,-10.0377691,-10.345681,-9.0997023,-9.8207913,-9.8035713,-8.7679645,-9.6802551,-10.462178,-9.5916386,,-9.194059,-8.99152,-9.084605,-9.080411,-9.032914,-9.00447,-9.001784,-9.111835,-8.989969,-9.041745,-9.023997,-8.995253,-9.104227999999999,-9.018624,-8.987558,-8.982486
TX3_4G_FDD_Band13,G25D6_IQ,-2,2,,10819,-0.224042,-0.416508,-0.336384,-0.341584,-0.389584,-0.419301,-0.408621,-0.29513,-0.431624,-0.372464,-0.409343,-0.406248,-0.312113,-0.384245,-0.439678,-0.426292,-15.3314,-16.412675,-15.034024,-15.771784,-16.397768,-16.885223,-16.564026,-15.311311,-15.011643,-16.135787,-16.688572,-16.287021,-15.842632,-16.27543,-16.152141,-16.125248,-14.701958,-16.164878,-16.281372,-15.763473,-14.878634,-14.915223,-16.944541,-15.127704,-15.813547,-15.743362,-15.525361,-16.123456,-16.941961,-15.213263,-15.964263,-14.488317,-16.126253,-15.874339,-17.101629,-15.810313,-15.996583,-15.546484,-16.072313,-16.227687,-16.397303,-16.51174,-16.266479,-14.560678,-17.284506,-15.383408,-15.493427,-15.293931,-15.53333,-15.803033,-16.606494,-14.682441,-15.287861,-17.543725,-16.731919,-15.75754,-16.486062,-15.149062,-15.455156,-16.151325,-16.277743,-14.94365,-15.784361,-15.781878,-14.619879,-15.838116,-16.499598,-15.551692,,-15.107358,-14.914892,-14.995016,-14.989816000000001,-14.941816000000001,-14.912099,-14.922779,-15.03627,-14.899776000000001,-14.958936,-14.922057,-14.925152,-15.019287,-14.947155,-14.891722,-14.905108
TX3_4G_FDD_Band13,G26D6_IQ,-2,2,,10820,-0.260529,-0.469883,-0.379059,-0.391844,-0.412731,-0.472188,-0.460551,-0.328099,-0.483776,-0.413417,-0.426763,-0.441284,-0.351252,-0.434447,-0.479776,-0.446153,-20.4056,-21.640069,-20.132698,-20.956186,-21.551816,-22.141535,-21.72638,-20.420001,-20.124568,-21.273667,-21.795322,-21.466605,-20.94389,-21.438455,-21.355493,-21.275138,-19.797182,-21.397898,-21.418896,-20.974958,-20.029769,-20.003097,-22.119351,-20.215167,-20.910586,-20.839662,-20.624987,-21.308498,-22.153308,-20.34981,-21.132954,-19.523502,-21.346939,-21.061849,-22.350143,-20.895383,-21.123087,-20.656762,-21.251701,-21.383028,-21.574026,-21.754171,-21.437675,-19.603008,-22.491132,-20.5128,-20.672517,-20.419785,-20.618145,-20.961147,-21.75082,-19.801277,-20.408535,-22.864529,-21.962811,-20.889862,-21.629982,-20.247776,-20.602661,-21.289569,-21.476715,-20.040259,-20.992646,-20.848581,-19.753846,-21.068997,-21.620214,-20.764534,,-20.145071,-19.935717,-20.026540999999998,-20.013756,-19.992869,-19.933412,-19.945049,-20.077500999999998,-19.921824,-19.992183,-19.978837,-19.964316,-20.054348,-19.971153,-19.925824,-19.959447
TX3_4G_FDD_Band13,G27D6_IQ,-2,2,,10821,-0.247483,-0.431699,-0.382838,-0.331895,-0.36924,-0.45979,-0.417522,-0.269886,-0.446794,-0.364701,-0.408855,-0.446519,-0.351866,-0.457606,-0.453637,-0.459824,-26.2744,-27.552968,-26.025877,-26.840906,-27.408567,-28.069453,-27.595629,-26.26202,-25.985223,-27.182738,-27.677448,-27.372977,-26.774373,-27.317999,-27.2654,-27.151896,-25.673592,-27.320772,-27.306305,-26.835365,-25.911555,-25.856771,-27.979609,-26.077443,-26.770345,-26.713866,-26.525471,-27.231328,-28.036847,-26.230816,-27.013055,-25.378962,-27.249786,-26.95176,-28.297503,-26.752053,-26.994818,-26.539775,-27.18006,-27.256372,-27.475242,-27.675312,-27.36334,-25.454617,-28.417243,-26.392408,-26.612682,-26.28447,-26.457151,-26.84806,-27.635427,-25.656843,-26.277142,-28.780686,-27.882783,-26.746537,-27.532984,-26.125293,-26.507765,-27.177111,-27.374458,-25.906885,-26.896219,-26.713059,-25.599184,-27.016638,-27.505013,-26.733423,,-26.026917,-25.842701,-25.891562,-25.942505,-25.90516,-25.81461,-25.856878,-26.004514,-25.827606,-25.909699,-25.865545,-25.827881,-25.922534,-25.816794,-25.820763,-25.814576
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower,-0.72,5.28,0.15,11037,2.24949,2.02816,2.07224,2.08365,2.04364,2.01971,2.00773,2.08314,2.00332,2.06398,2.0256,2.0287,2.093,1.99723,2.02533,2.02832,-4.73483,-4.9626981,-5.2430506,-4.5877907,-5.2293312,-4.837357,-4.8881865,-4.5016196,-4.6660642,-5.4259463,-4.3869272,-4.5882441,-5.094337,-4.6779548,-5.0897332,-5.445903,-4.5365311,-4.2713215,-4.3302565,-3.9827477,-4.931875,-4.7912705,-4.4844306,-4.5502737,-4.5718369,-4.5079944,-4.4881868,-5.0190613,-4.9611132,-4.9561757,-4.5272943,-4.7721403,-4.9076607,-4.4553619,-4.3522088,-4.8021025,-5.0367364,-4.7513837,-4.6313081,-4.7841724,-4.7030778,-4.6820074,-4.5520177,-4.6919172,-4.7086173,-4.316298,-4.2990956,-4.9318522,-4.8609677,-4.7697088,-4.7971011,-4.4168922,-4.7961921,-4.8017896,-4.6135153,-4.8064649,-4.7058216,-4.6441105,-4.6078495,-4.9940243,-5.137779,-4.383181,-4.6832161,-4.5239695,-4.2810169,-4.3077138,-4.8967016,-4.7743626,,-6.98432,-6.76299,-6.8070699999999995,-6.818479999999999,-6.7784699999999996,-6.7545399999999995,-6.742559999999999,-6.81797,-6.738149999999999,-6.79881,-6.7604299999999995,-6.763529999999999,-6.82783,-6.73206,-6.760159999999999,-6.7631499999999996
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_E_UTRA_LOW,0,6,0.5,11044,3.26187,3.16766,3.41043,3.00067,3.08502,2.95778,3.05881,3.16825,2.74731,3.2013,2.70449,2.80359,3.26901,3.03396,3.02258,3.33096,-63.9067,-63.308379,-63.17426,-64.120377,-64.488036,-64.439688,-64.355841,-63.341033,-63.905947,-64.463375,-63.676499,-63.803345,-63.915717,-63.670864,-64.841265,-64.647957,-62.626993,-64.079858,-63.834743,-63.359359,-63.795366,-63.98464,-63.665229,-62.616293,-63.758564,-64.007884,-63.247058,-63.902553,-63.441994,-64.547333,-63.521828,-63.160375,-63.701172,-63.824007,-63.190814,-64.270847,-63.990065,-63.833184,-64.309128,-64.439406,-63.854562,-63.74087,-63.7295,-63.155783,-63.72285,-63.703212,-63.870191,-63.486044,-64.236992,-63.820531,-63.516228,-63.224959,-63.882641,-64.222884,-62.884299,-64.103621,-63.575657,-63.71061,-63.27817,-64.517007,-64.323872,-63.045273,-63.826608,-64.134776,-63.286805,-63.813551,-64.156118,-63.956516,,-67.16857,-67.07436,-67.31713,-66.90737,-66.99172,-66.86448,-66.96551,-67.07495,-66.65401,-67.108,-66.61119,-66.71029,-67.17571,-66.94066,-66.92928,-67.23766
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_ACLR1_LOW,0,6,0.5,11045,3.22027,3.11014,3.41055,2.92547,3.05627,2.93168,3.036,3.1685,2.67548,3.18856,2.59912,2.73971,3.24403,3.00394,2.99606,3.3453,-65.2998,-64.647436,-64.454272,-65.666542,-65.963329,-66.030988,-65.90405,-64.860721,-65.519618,-65.963233,-65.240277,-65.302342,-65.46989,-65.197976,-66.455828,-66.162408,-64.043676,-65.689705,-65.463173,-64.986675,-65.311618,-65.597585,-65.255789,-63.872611,-65.187299,-65.640434,-64.794671,-65.419287,-64.792564,-66.151776,-65.017295,-64.546576,-65.211408,-65.475928,-64.645265,-65.874969,-65.504833,-65.313013,-65.849377,-66.041209,-65.427957,-65.271362,-65.159898,-64.55166,-65.150394,-65.382649,-65.407021,-64.777924,-65.791206,-65.267445,-64.923668,-64.799929,-65.501484,-65.82586,-64.073309,-65.673868,-65.12526,-65.327661,-64.607093,-66.021044,-65.800398,-64.578702,-65.289292,-65.795994,-64.878147,-65.436498,-65.760303,-65.486623,,-68.52007,-68.40994,-68.71035,-68.22527000000001,-68.35607,-68.23148,-68.3358,-68.4683,-67.97528,-68.48836,-67.89892,-68.03951,-68.54383,-68.30374,-68.29586,-68.6451
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_E_UTRA_UP,0,6,0.5,11048,4.05649,4.00064,4.01761,3.69695,3.98282,3.70369,3.76442,4.09625,3.44205,3.92455,3.4679,3.43526,3.94878,3.86692,3.98553,4.17866,-64.3287,-63.267599,-63.638751,-64.99903,-65.471071,-65.782736,-64.771809,-64.107127,-64.884878,-65.212509,-64.640114,-64.655611,-65.121311,-64.615421,-65.953625,-65.548001,-63.536844,-64.691579,-64.749753,-64.009882,-64.619521,-65.07408,-64.609917,-62.984995,-64.498087,-64.794144,-64.100468,-65.044114,-64.026833,-65.311098,-64.254059,-63.991516,-63.954896,-64.764015,-63.937073,-64.978138,-64.846039,-64.734015,-64.731211,-64.866097,-64.708486,-64.683997,-64.024447,-64.059344,-63.772999,-64.542486,-64.075152,-63.735681,-64.651945,-64.324687,-64.159913,-64.194594,-64.94084,-64.74502,-63.082326,-65.1804,-64.565558,-64.660024,-63.569669,-64.951924,-64.806581,-63.701007,-63.64662,-65.24056,-64.159231,-64.213203,-65.306002,-64.613492,,-68.38519,-68.32934,-68.34631,-68.02565,-68.31152,-68.03238999999999,-68.09312,-68.42495,-67.77074999999999,-68.25325,-67.7966,-67.76396,-68.27748,-68.19561999999999,-68.31423,-68.50735999999999
TX5_4G_FDD_Band13_TX0_LB1_G9,channelPower_ACLR1_UP,0,6,0.5,11049,3.02306,2.9428,3.04992,2.64442,2.97303,2.72404,2.77332,3.09906,2.38965,2.93097,2.40212,2.37239,2.97221,2.85842,2.97506,3.21131,-66.4671,-65.376471,-65.66735,-67.296323,-67.775496,-68.210298,-67.103415,-66.375962,-67.195291,-67.506485,-66.91867,-66.972109,-67.464129,-66.865299,-68.394715,-67.874501,-65.69119,-67.06117,-67.189894,-66.394555,-66.87258,-67.454967,-66.934966,-64.980048,-66.668375,-67.165018,-66.412401,-67.33446,-66.07572,-67.692776,-66.527972,-66.122141,-66.246484,-67.141811,-66.149972,-67.353564,-67.083761,-66.942575,-67.029305,-67.217417,-67.020394,-66.918188,-66.177393,-66.16825,-65.963075,-66.967576,-66.339225,-65.777669,-66.969063,-66.465594,-66.283464,-66.548397,-67.285188,-67.155577,-65.01032,-67.524456,-66.841979,-67.055186,-65.603531,-67.182743,-67.080598,-65.998798,-65.909544,-67.664672,-66.51939,-66.558675,-67.668173,-66.892132,,-69.49016,-69.40990000000001,-69.51702,-69.11152,-69.44013,-69.19114,-69.24042,-69.56616,-68.85675,-69.39807,-68.86922,-68.83949,-69.43931,-69.32552,-69.44216,-69.67841
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower,-0.68,5.32,0.15,11052,2.50423,2.22987,2.28921,2.30553,2.23497,2.21952,2.21837,2.29103,2.21397,2.28827,2.217,2.24043,2.33477,2.20897,2.21713,2.22266,-11.5171,-11.697545,-11.761242,-11.624253,-11.994041,-12.032985,-11.549476,-11.625555,-12.139908,-12.575736,-12.168986,-12.439908,-11.953953,-12.211218,-11.496166,-12.489949,-12.256825,-12.256341,-12.384535,-11.31806,-12.164258,-11.717566,-12.057903,-12.357695,-11.669587,-12.087018,-12.068726,-11.899048,-11.725407,-11.990734,-12.474495,-11.895816,-11.832075,-11.699303,-11.975134,-11.737154,-13.116254,-11.8497,-12.459577,-12.682832,-12.069111,-11.60349,-12.509627,-12.326644,-12.494098,-11.893369,-12.171709,-11.98829,-12.110257,-11.984003,-12.228309,-11.65844,-11.792275,-11.720575,-12.354365,-12.007273,-12.33672,-11.72684,-11.012344,-11.624425,-12.689162,-12.387785,-11.270736,-12.130165,-12.117449,-11.229555,-12.632518,-12.236687,,-14.021329999999999,-13.74697,-13.80631,-13.82263,-13.75207,-13.736619999999998,-13.73547,-13.808129999999998,-13.731069999999999,-13.80537,-13.7341,-13.75753,-13.851869999999998,-13.72607,-13.73423,-13.739759999999999
TX5_4G_FDD_Band13_TX0_LB1_G14b,channelPower_E_UTRA_LOW,-4.09,1.92,0.5,11059,0.691728,0.175666,0.335116,0.540919,0.0504812,0.118153,0.0794194,0.587522,0.165196,0.310268,0.145293,0.19437,0.693303,0.142674,0.0720325,0.0870924,-65.3808,-66.196006,-66.048378,-65.777624,-65.89378,-68.391831,-65.540996,-64.819618,-67.220238,-67.436299,-67.2761,-69.606419,-65.407974,-67.601712,-64.379161,-68.817444,-67.768266,-70.02941,-69.08164,-64.560331,-67.82267,-64.951747,-67.624719,-67.67493,-66.217125,-67.401856,-66.559728,-66.129165,-65.057296,-66.747065,-68.088713,-65.383887,-67.674025,-65.343279,-67.268445,-65.504993,-73.016411,-66.220555,-70.388921,-70.631618,-67.11846,-65.210477,-69.801397,-69.237844,-69.414729,-66.045368,-67.741496,-66.837214,-68.049633,-67.131824,-68.24632,-65.119811,-65.417559,-65.975408,-69.569155,-66.890926,-68.481318,-64.668358,-62.870557,-64.753435,-71.894807,-68.731345,-64.191259,-68.561432,-66.67446,-64.902281,-69.038781,-69.129531,,-66.07252799999999,-65.556466,-65.71591599999999,-65.921719,-65.43128119999999,-65.498953,-65.4602194,-65.968322,-65.54599599999999,-65.69106799999999,-65.52609299999999,-65.57517,-66.074103,-65.523474,-65.4528325,-65.4678924
